BuyerID,BuyerName,BuyerAge,BuyerGender,BuyerSalary
1725,Karen Benson,70,female,8662.87
1726,James Jackson,39,male,6108.91
1727,Dennis Stokes,31,male,10156.45
1728,Andrew Smith,30,male,4202.11
1729,Elizabeth May,40,female,10413.12
1730,Heidi Vang,66,female,7041.11
1731,Christine Benton,39,female,10646.39
1732,Ricardo Flores,53,male,7998.89
1733,Darlene Trevino,15,female,10934.56
1734,Teresa Parker,66,female,3573.76
1735,Lisa Kennedy,65,female,9110.35
1736,Bradley Wilson,70,male,5025.43
1737,Jenna Bass,20,female,10774.99
1738,Austin Blevins,58,male,6421.12
1739,Mr. James Briggs,74,male,9472.17
1740,Julie Wells,14,female,5506.25
1741,Larry Fritz,47,male,10895.39
1742,Donna Lee,20,female,8045.72
1743,Christopher Burton,30,male,4363.94
1744,Kristie Gonzalez,56,female,10576.83
1745,Brandon Jennings,73,male,9957.0
1746,James Fitzpatrick,51,male,9636.06
1747,Denise Freeman,75,female,10458.54
1748,Devon Johnson,62,male,9562.0
1749,Sarah Hooper,36,female,6437.7
1750,Jennifer Brown,42,female,9554.05
1751,Bruce Krueger,47,male,5318.87
1752,Hannah Graham,66,female,8411.95
1753,Steven Knight,58,male,9134.55
1754,Kyle Lawrence,33,male,7044.29
1755,Brittney Gonzales,47,female,7050.26
1756,Matthew Smith,69,male,10899.31
1757,Linda Johnson,40,female,5589.32
1758,Jeremy Allen,60,male,10409.51
1759,Ronald Bridges,38,male,6032.38
1760,Dr. Cassidy Serrano,50,female,3713.24
1761,Kayla Johnston,28,female,5994.55
1762,Andrew Smith,42,male,5199.5
1763,Samuel Farrell,66,male,7934.97
1764,Frances Moses,12,female,7866.61
1765,Mr. Carl Franklin,46,male,7189.92
1766,Christina Grimes,12,female,4099.97
1767,Wanda Johnson,49,female,9094.93
1768,Christine Levy,57,female,10673.27
1769,Tammy Goodwin,37,female,6392.27
1770,Carlos Hicks,33,male,8146.41
1771,Kathy Santos,52,female,6672.57
1772,Melissa Patterson,57,female,7018.48
1773,Keith Cobb,16,male,4869.61
1774,Benjamin Lopez,38,male,9284.0
1775,Rebecca Hawkins,48,female,7532.26
1776,Lauren Le,21,female,7264.49
1777,Franklin Green,29,male,7227.2
1778,Joy Frazier,69,female,5361.88
1779,David Allen,31,male,5417.27
1780,Michael Hill,36,male,10898.18
1781,Andre Nichols,38,male,10983.54
1782,Anne Duncan,35,female,6192.57
1783,Kimberly Miller,20,female,9527.32
1784,Sarah Gomez MD,55,female,6799.34
1785,Jennifer White,30,female,6486.47
1786,Tiffany Brown,15,female,5761.94
1787,Connie Farrell,61,female,7055.47
1788,Joseph Figueroa,46,male,5462.2
1789,Amy Ray,23,female,8918.22
1790,Alan Patrick,15,male,9678.36
1791,Matthew Keller,46,male,8557.05
1792,Leah Smith,12,female,8322.61
1793,Andre Lindsey,67,male,5630.42
1794,Katie Walker,59,female,7725.32
1795,Anthony Torres,71,male,4069.1
1796,Deborah Lynch,51,female,9894.24
1797,John Daugherty,47,male,9152.0
1798,Jacqueline Mueller,38,female,4075.1
1799,Melissa Jacobs,13,female,6661.22
1800,Anthony Dean,27,male,4071.38
1801,James Powers,39,male,5908.18
1802,Karla Allen,72,female,4540.92
1803,Brittany Allen MD,46,female,3837.88
1804,Kenneth Gray,20,male,10411.29
1805,James Haynes,36,male,3918.28
1806,Eric Hopkins,17,male,10252.48
1807,Melissa Bailey,21,female,3874.25
1808,Brandon Washington,70,male,4511.53
1809,John Johnson,69,male,7799.24
1810,Christina Williams,16,female,5623.01
1811,Sara Austin DVM,68,female,3977.33
1812,Mitchell Boyle,71,male,8529.5
1813,Mark Bridges,12,male,6526.22
1814,Travis Collier,20,male,9547.11
1815,Matthew Galvan,45,male,3592.48
1816,Vanessa Lin,15,female,3541.25
1817,Kenneth Wilson,18,male,3755.81
1818,Travis Smith,16,male,10699.23
1819,Taylor Gonzalez,60,female,7515.05
1820,Samantha Hamilton,16,female,5466.19
1821,Cynthia Stanley,65,female,3891.61
1822,Mrs. Michelle Jones,13,female,9306.69
1823,Angel Garcia,53,male,7817.42
1824,Shaun Brown,47,male,8440.96
1825,Charles Garza,36,male,6436.73
1826,Kenneth Zimmerman,72,male,8531.98
1827,Helen Pruitt,49,female,3753.58
1828,Lisa Mcintosh,12,female,5239.4
1829,Logan Edwards,64,male,5354.93
1830,Christine Bishop,48,female,6416.65
1831,Calvin Smith,67,male,9573.55
1832,Laura Morris,46,female,9444.78
1833,Elizabeth Jackson,63,female,10334.71
1834,Nicholas Meyer,19,male,3830.52
1835,Emily Lawson,69,female,4513.13
1836,Samantha Sandoval,49,female,10918.97
1837,Zachary Hawkins,57,male,8184.69
1838,Meagan Vincent,42,female,8038.33
1839,Caroline Jones,19,female,9453.44
1840,Mathew Anderson,57,male,9937.72
1841,Leonard Price,62,male,4356.27
1842,Christopher Carlson,32,male,6849.35
1843,Ronald Hansen,59,male,8378.26
1844,Patrick Bullock,63,male,4581.23
1845,Sarah Bass,27,female,8148.39
1846,Jordan Ellis,29,male,7310.0
1847,Alex Kennedy,74,male,7338.58
1848,Mark Mccann,14,male,4470.9
1849,Gina Ellis,40,female,7122.82
1850,Raymond Velasquez,65,male,5593.9
1851,Robert Parker,63,male,8930.42
1852,Travis Nash,42,male,9978.28
1853,Leslie Andrews,48,female,7683.49
1854,Melissa Mccullough,54,female,4437.68
1855,George Green,19,male,4014.3
1856,Antonio Solis,32,male,10210.84
1857,Andrew Morales,57,male,5747.53
1858,James Lee,50,male,5893.27
1859,Sean Garcia,40,male,7625.5
1860,Kenneth Riley,43,male,7153.36
1861,Hannah Pollard,53,female,9039.74
1862,Holly Wilson,54,female,8497.05
1863,Megan Bullock,74,female,4779.51
1864,Kathryn West,65,female,7513.07
1865,Shelby Cherry,37,female,7983.13
1866,Mary Jones,45,female,3824.58
1867,Stephen Hernandez,44,male,4635.28
1868,Richard Hall,19,male,3517.56
1869,Lisa Jimenez,70,female,4099.27
1870,Mark Lewis,50,male,6414.53
1871,John Clayton,45,male,7229.25
1872,Shawn Gray,70,male,6903.39
1873,Jennifer Miller,66,female,6442.92
1874,Jordan Wolfe,19,male,9893.55
1875,Amy Lucas,20,female,3777.89
1876,Christine Herrera,27,female,3972.49
1877,Chad Phillips,65,male,5787.88
1878,Andrea Smith,13,female,8243.84
1879,Donald Day,24,male,4462.21
1880,Bethany Bates,44,female,3568.28
1881,Martha Ballard,19,female,6242.05
1882,Christopher Moore,20,male,3626.89
1883,Kimberly Benitez,27,female,7198.31
1884,Christina Hamilton,45,female,9251.87
1885,Mary Castaneda,16,female,7467.59
1886,Tiffany Carter,67,female,7450.81
1887,Karen Carter,57,female,3625.05
1888,Craig Huff,69,male,7522.06
1889,Brian Leonard,48,male,7233.04
1890,Henry Kennedy,35,male,4166.0
1891,Marcus Cooper,42,male,4705.53
1892,Michele Williams PhD,40,female,6134.07
1893,Aaron Cruz,74,male,8846.65
1894,Sean Valencia,22,male,9888.24
1895,Eddie Tucker,57,male,6252.19
1896,Brianna Lambert,26,female,8656.46
1897,Carl Silva,26,male,8057.91
1898,Tara Hernandez,36,female,9558.47
1899,Larry Coleman,25,male,9454.09
1900,Patrick Green,27,male,9407.36
1901,Wendy Vincent,34,female,8286.86
1902,Troy Carson,12,male,10400.13
1903,Cathy Hayes,50,female,8013.47
1904,Dr. James Walton,12,male,8351.65
1905,Paul Yoder,31,male,4799.52
1906,Harold Wong,56,male,3683.9
1907,Tracy Jenkins,38,female,4544.88
1908,Patricia Powers,70,female,6616.16
1909,Jeffery Sims,64,male,10729.87
1910,Yvette Travis,70,female,4952.1
1911,David Kelley,70,male,10185.95
1912,Karen Patterson,50,female,3740.62
1913,Nicole Fuentes,38,female,6353.44
1914,James Martin,55,male,6368.39
1915,Hector Greene,69,male,4334.84
1916,Brittany Gonzales MD,60,female,5300.78
1917,Michael Patterson,24,male,9286.99
1918,Sara Walker,30,female,10004.68
1919,Bradley Phelps,57,male,7374.39
1920,Jacqueline Weaver,66,female,9143.04
1921,James Keller,69,male,9554.2
1922,Karen Nicholson,66,female,9992.98
1923,Heather Baker,16,female,5341.59
1924,Christopher Wagner,41,male,4669.06
1925,Diane Franklin,58,female,6208.95
1926,John Spencer,31,male,7897.53
1927,Michelle Marquez,35,female,7052.23
1928,Jennifer Gaines,14,female,5555.32
1929,Miranda Blankenship,38,female,6478.9
1930,Stephanie Moore DVM,28,female,10520.26
1931,Melissa Burton,50,female,4863.13
1932,Heather Anderson,58,female,5564.58
1933,Vanessa Nelson,22,female,7961.98
1934,Ryan Bates,29,male,3589.48
1935,Timothy Valentine,53,male,9138.17
1936,Linda Kaufman,18,female,8139.47
1937,Ashley Smith,71,female,4814.11
1938,Crystal Richardson,67,female,10543.35
1939,Jennifer Kramer,39,female,7808.07
1940,Tanner Harris,43,male,6680.02
1941,Jonathan Craig,41,male,7959.58
1942,Douglas Richardson,68,male,10349.18
1943,Kristi Oneal,47,female,7414.47
1944,Samantha Alvarado,13,female,3825.43
1945,Bradley Taylor,41,male,3864.5
1946,Anna Hernandez,36,female,4429.13
1947,Duane Skinner,61,male,4338.77
1948,Steven Long III,72,male,6342.92
1949,Crystal Powell MD,72,female,9224.16
1950,Bryan Martin,45,male,5158.19
1951,Joseph Bentley,35,male,8694.4
1952,Christina Carrillo,72,female,5842.27
1953,Dr. Sarah Franklin,71,female,8087.12
1954,Roger Murphy,13,male,7618.7
1955,Bridget Goodwin,17,female,6399.51
1956,Brett Trevino,44,male,7782.35
1957,Diana Mitchell,60,female,7054.94
1958,Patrick Hamilton,37,male,7590.85
1959,Jordan Dawson,52,female,3831.11
1960,Jenny Johnson,75,female,4673.42
1961,Steven Scott,27,male,5172.01
1962,Elizabeth Rodriguez,64,female,10032.91
1963,Julie Gomez,75,female,4990.41
1964,Daniel Jones,75,male,5184.53
1965,Autumn Maldonado,25,female,9026.54
1966,James Jackson,23,male,9166.19
1967,Crystal Martinez,25,female,4523.24
1968,Daniel Evans,50,male,8097.99
1969,Gregory Werner,19,male,4503.04
1970,Tyler Smith,74,male,10685.9
1971,Erika Roberts,70,female,5803.56
1972,Charles Kirby,33,male,6581.21
1973,Sarah Thomas,26,female,10841.17
1974,Gregory Cowan,56,male,6296.24
1975,Dustin Griffith,69,male,6638.26
1976,Erika Randall,52,female,9097.51
1977,Taylor Rogers,13,female,8314.43
1978,Jennifer Thornton,56,female,4324.87
1979,Brian Benjamin,30,male,10658.42
1980,Rebecca Dyer,21,female,10118.91
1981,David Green,52,male,5190.56
1982,Paul Velez,67,male,4198.4
1983,Mary Carroll,75,female,10897.52
1984,Jeanette Browning,25,female,9412.74
1985,Michael Lee,54,male,10672.58
1986,Ronald Owen,48,male,4300.25
1987,Brittany Washington,23,female,9170.27
1988,Michael Wilson,41,male,4380.89
1989,Susan Riley,70,female,7940.78
1990,Gary Hanson DDS,31,male,8698.74
1991,John Swanson,69,male,4572.15
1992,Kimberly Cox,32,female,3879.15
1993,Kimberly Reyes,13,female,10993.26
1994,Norma Estrada,13,female,7682.3
1995,Kyle Juarez,31,male,10180.95
1996,John Costa,48,male,5213.27
1997,Shannon Williams,65,female,3983.05
1998,Lance Henderson,15,male,4784.48
1999,David Horn,27,male,7987.82
2000,Jeremy Wilson,52,male,9946.23
2001,David Morales,66,male,6338.36
2002,Laura Santos,40,female,6606.52
2003,Victoria Griffin,53,female,7915.76
2004,Lisa Wyatt,50,female,7441.18
2005,Katelyn Cruz,38,female,9839.68
2006,Stephanie Byrd,36,female,9721.18
2007,Nicholas Howard,23,male,8000.59
2008,Luis Green,39,male,10102.18
2009,Edward Barrett,62,male,7229.77
2010,Jamie Garcia,65,female,8834.91
2011,Matthew Wilson,59,male,4586.45
2012,Corey Wells,75,male,5694.15
2013,Julia Davis,21,female,6883.0
2014,David Moore,22,male,5060.84
2015,Adam Lynch,57,male,9419.38
2016,Victor Reeves,13,male,8923.67
2017,Curtis Gibson DDS,72,male,8528.45
2018,Marc Sutton,17,male,10036.64
2019,Timothy Jimenez,43,male,7420.67
2020,Donna Klein,19,female,4794.32
2021,Toni Bailey,15,female,6886.86
2022,Joan Mitchell,34,female,9781.54
2023,Tiffany Abbott,47,female,7107.02
2024,Daniel Stewart,45,male,10527.3
2025,Ana Torres,29,female,3610.22
2026,Megan Brady,31,female,7739.57
2027,Matthew White,64,male,9998.91
2028,Joshua Perez,65,male,4887.17
2029,Maria Torres,28,female,10203.32
2030,Tanya Jones,68,female,3681.89
2031,Brianna Moore,71,female,8903.32
2032,Alejandro Lee,67,male,10648.83
2033,Brittany Ford,33,female,9398.72
2034,Brian Hood,60,male,10520.94
2035,Jay Warren,58,male,9897.03
2036,Robin Meyers,50,female,10426.72
2037,Seth Lewis,34,male,4617.53
2038,Sarah Harrell,74,female,4710.52
2039,Diana Warren,71,female,7313.82
2040,Edwin Lopez,64,male,4383.24
2041,Stephanie Crosby,55,female,5813.84
2042,Kimberly Perry,56,female,6856.05
2043,Jenna Wright,41,female,6092.11
2044,Frank Johnson,15,male,6832.42
2045,Mark Hinton,49,male,10307.83
2046,Christopher Johnson,33,male,7063.36
2047,Tiffany Snyder,68,female,10009.6
2048,James Hurst,36,male,8706.73
2049,April Roth,18,female,9455.88
2050,Courtney Webb,51,female,7696.7
2051,Christopher Terry,33,male,9681.64
2052,Dustin Burns,61,male,4917.0
2053,Justin Strickland,70,male,4901.38
2054,Anne Alexander,54,female,7606.41
2055,Danny Howard,29,male,7104.18
2056,Keith Schmidt,26,male,8420.36
2057,William Torres,28,male,8386.85
2058,Dana Porter,42,female,8232.78
2059,Monica Pope,40,female,5196.18
2060,Paul Fisher,45,male,10707.33
2061,Michael Rowe,32,male,9532.44
2062,Carrie Thomas,33,female,3964.44
2063,Leslie Gilbert,29,female,8943.87
2064,Mark Thompson,62,male,10875.17
2065,Ms. Melanie Oliver MD,68,female,9329.45
2066,Joseph Murphy,35,male,8155.19
2067,Sharon Robinson,30,female,4473.05
2068,Carol Hayden,35,female,6623.43
2069,James Alexander,58,male,9757.53
2070,Rickey Young,20,male,9211.7
2071,Sabrina Baxter,62,female,4691.65
2072,Michael Gutierrez,69,male,4323.17
2073,Jeffrey Davis,50,male,4645.98
2074,Nicholas Wilson,12,male,9484.48
2075,Patricia Hernandez,34,female,10768.56
2076,Michael Benson,66,male,4505.81
2077,Scott Lee,33,male,6223.47
2078,Sean Wilson,64,male,10220.18
2079,Rachel Harding,16,female,9707.21
2080,Keith Peters,39,male,7708.43
2081,Maria White,75,female,4449.82
2082,Donald Mcconnell,14,male,3637.78
2083,Stacy Wright,33,female,4448.25
2084,John Miller,41,male,6879.74
2085,Michael Taylor,14,male,9822.9
2086,Kimberly Nelson,27,female,6427.01
2087,Patricia Nguyen,75,female,9548.09
2088,Megan Ferrell,54,female,9438.58
2089,Daniel Pugh,51,male,7206.79
2090,Jennifer Scott,26,female,5057.55
2091,Amber Lopez,61,female,6487.0
2092,Felicia Collins,31,female,4945.78
2093,William Nelson,18,male,9458.59
2094,Tammy Newman,49,female,10159.94
2095,Karen Morales,28,female,4210.14
2096,Candice Sanchez,48,female,7725.6
2097,Kelly Buchanan,49,female,9485.62
2098,Brian Miller,31,male,6525.11
2099,Carrie Hester,59,female,9479.25
2100,Daniel Jacobs,54,male,9921.28
2101,Molly Weaver,46,female,7136.75
2102,Jennifer Guerra,27,female,6990.67
2103,William Wade,60,male,7785.54
2104,Christopher Morgan,58,male,8665.92
2105,Lisa Ellison,16,female,6729.07
2106,Larry Henderson,35,male,8433.0
2107,Dalton Rivera,50,male,5791.06
2108,Amanda Hernandez,14,female,4479.07
2109,Mrs. Samantha Garcia,43,female,10369.97
2110,Jeremy Ibarra,23,male,8143.82
2111,Patricia Erickson,25,female,8822.42
2112,Tammy West,60,female,7114.64
2113,Christian Hernandez,21,male,6389.2
2114,Jason King Jr.,70,male,4653.94
2115,Jonathan West,15,male,10284.16
2116,Peter Bailey,19,male,5792.96
2117,Jody Leon,47,female,9256.48
2118,Brooke Campos,35,female,5656.78
2119,Leonard Collins,54,male,3922.16
2120,Michelle Mathis,73,female,7877.24
2121,Kathryn Haynes,28,female,4724.48
2122,Randall Cuevas,40,male,9695.28
2123,Kevin Merritt,45,male,9708.82
2124,Tiffany Gonzalez,67,female,5637.34
2125,Anna Frazier,41,female,4045.62
2126,Jennifer Ramirez,58,female,9832.5
2127,Hannah Christensen,20,female,8164.16
2128,Kenneth Williams,61,male,9035.75
2129,Taylor Arellano,59,female,5793.8
2130,Monica Brown,66,female,7083.39
2131,Michael Hughes,40,male,8253.12
2132,Audrey Phillips,59,female,4970.88
2133,Garrett Spears,58,male,8050.9
2134,Rodney Baker,75,male,9279.99
2135,James Small,56,male,6932.96
2136,Cynthia Smith,66,female,8534.6
2137,David Colon,52,male,10693.96
2138,Michelle Charles,49,female,6775.67
2139,Austin Vang,64,male,5493.19
2140,Michele Church,70,female,4373.94
2141,Patricia Stafford,69,female,7307.59
2142,Cheryl Wilson,36,female,9769.24
2143,Ashley Gonzalez,42,female,4979.01
2144,Todd Wells,34,male,5010.8
2145,Donna Hill,31,female,10804.73
2146,Justin Compton,17,male,6066.9
2147,Tracy Howard,69,female,7959.38
2148,Eric Miles,22,male,9939.13
2149,Christian Scott,57,male,9347.68
2150,Cynthia Richardson,35,female,3602.35
2151,Heather Stokes,75,female,4018.06
2152,Heather Davidson,27,female,6859.53
2153,Melissa Gilbert,38,female,10927.72
2154,Rachel Reed,58,female,8703.27
2155,Christopher Garcia,74,male,6424.23
2156,Sara Garrett,29,female,8134.93
2157,Jorge Mitchell,44,male,8675.06
2158,Adam Bass,18,male,5694.04
2159,Summer Long,60,female,6378.22
2160,James Parsons,39,male,4064.37
2161,Brian Horton,66,male,10059.61
2162,Peter Green,22,male,5783.41
2163,Ellen Barnes,42,female,6168.85
2164,Brooke Cox,52,female,8530.89
2165,Michael Dyer,50,male,5788.02
2166,Gina Buck,70,female,9424.26
2167,Jeffery Edwards,46,male,6301.95
2168,Elijah Forbes,31,male,4302.1
2169,Lauren Smith,25,female,10131.66
2170,Terry Gardner,50,male,5607.22
2171,Mr. Mark Johnson,41,male,9014.53
2172,Samantha Edwards,27,female,3672.94
2173,Rebecca Gordon,59,female,5126.86
2174,Sarah Thomas,16,female,3750.4
2175,John Lopez,69,male,9280.58
2176,Casey Farley,57,male,3571.54
2177,Joseph Wood,13,male,8141.64
2178,Michele King,59,female,7058.59
2179,Tina Bruce,25,female,3929.46
2180,Jennifer Larson,35,female,9344.08
2181,Melanie Terry,64,female,4661.87
2182,Douglas Howell,58,male,9122.31
2183,Nicole Clayton,12,female,7619.87
2184,Michael Lewis,34,male,3852.5
2185,Patrick Young,24,male,5024.69
2186,Tammy Collins,72,female,6016.66
2187,Alicia Malone,31,female,8685.34
2188,Peggy Waller,31,female,3593.07
2189,Megan Montgomery,21,female,4094.86
2190,Jaime Ellis,12,female,7870.54
2191,Daniel Wright,50,male,7293.44
2192,Mrs. Alicia Lawrence,20,female,6295.72
2193,John Short,13,male,8322.49
2194,Jamie Manning,53,female,4220.97
2195,Aaron Walker,22,male,4402.48
2196,Jessica Freeman,49,female,5295.13
2197,Jason Wolf,48,male,8097.99
2198,Gregg Levine,64,male,4140.57
2199,Patrick Riddle,44,male,6586.09
2200,Jo Smith,54,female,6230.66
2201,Bryan Kim,41,male,7056.36
2202,Ashley Waller,38,female,5675.24
2203,Sydney Hartman,50,female,8859.44
2204,Daryl Garcia,62,male,10134.75
2205,Brandon Stevenson,71,male,8546.11
2206,April Wheeler DDS,65,female,10437.46
2207,Sydney Butler,35,female,6533.11
2208,Christopher Mcdaniel,24,male,7570.96
2209,Theresa Flores,63,female,7129.05
2210,Michael Walker,66,male,8064.04
2211,Kayla Chase,68,female,6899.41
2212,Brett Olson,35,male,10836.89
2213,Valerie Scott,52,female,5402.22
2214,Virginia Pacheco,73,female,4599.62
2215,Ashley Patel,17,female,10660.11
2216,Amanda Pham,59,female,4460.82
2217,Mandy Coleman,64,female,6159.31
2218,David Yates,19,male,8071.9
2219,Rhonda Wilson,36,female,7064.38
2220,Richard Thompson,39,male,5056.62
2221,Eddie Cooper,69,male,8098.9
2222,Robert Mccann,30,male,7510.92
2223,Justin Velasquez,41,male,8685.02
2224,Tracy Wells,47,female,7148.2
2225,Kristina Garcia,30,female,3536.44
2226,Erin Jones,44,female,10240.21
2227,Peter Green,38,male,8615.59
2228,Zachary Smith,48,male,7739.93
2229,Sarah Harris,61,female,4859.59
2230,Lisa Hill,35,female,7858.69
2231,Hunter Campbell,22,male,6498.96
2232,Lawrence Lutz,53,male,9579.47
2233,Dr. Laurie Ward,24,female,8761.03
2234,Deborah Ward,21,female,6110.2
2235,Cameron Mccarthy,47,male,5417.97
2236,Tammy Berg,26,female,9334.84
2237,Andrew Clark,59,male,9205.93
2238,Courtney Woods,57,female,7679.68
2239,Michael Morales,53,male,5030.95
2240,Katherine Gibson,12,female,5590.83
2241,Michael Neal Jr.,72,male,3696.54
2242,Philip Collins Jr.,62,male,7698.81
2243,Joshua Johnson,74,male,10776.13
2244,Thomas Davis,22,male,5145.42
2245,Allison Johnson,51,female,7556.5
2246,Raymond Moore,56,male,8991.19
2247,Kurt Powell,52,male,6348.27
2248,Dr. Leslie Murphy,35,female,7002.38
2249,John Brown,36,male,8946.74
2250,David Garrett,42,male,8334.23
2251,Ashley Guzman,13,female,9683.24
2252,Janice Andrade,72,female,8212.83
2253,Michael Olsen,70,male,5433.89
2254,Claire Morgan,70,female,4110.45
2255,Lisa Brown,33,female,4999.07
2256,Theresa Bell,64,female,8695.3
2257,Terry Williamson,30,male,3779.38
2258,Barbara Montoya,60,female,10874.38
2259,Bradley Cook PhD,18,male,8149.56
2260,Alyssa Webster,33,female,4705.23
2261,April Moon,48,female,9973.78
2262,Crystal Grimes,50,female,6140.74
2263,Monica Khan,19,female,6057.21
2264,Sarah Lawson,59,female,5532.87
2265,Matthew Hunt,53,male,8265.67
2266,Brian Robinson,33,male,9811.44
2267,Jasmine Kramer,33,female,6876.7
2268,Cindy Burgess,56,female,8215.6
2269,Luke Willis,66,male,5947.8
2270,Mr. Miguel Robertson,27,male,10670.58
2271,Heidi Hardy,13,female,6330.51
2272,Laura Williams,18,female,9985.85
2273,Zachary Powers,68,male,6192.88
2274,Sara Fischer,35,female,9337.13
2275,Joseph Vincent,47,male,7804.78
2276,Jacob Todd,63,male,3526.91
2277,Michelle Sampson,20,female,4100.44
2278,Linda Ramos,26,female,10891.49
2279,George Jackson,48,male,7811.19
2280,Kevin Salazar,35,male,7351.07
2281,Paul Cochran,22,male,6665.88
2282,Matthew Conway,27,male,10041.51
2283,Karen Evans MD,64,female,6444.74
2284,Billy Smith,33,male,8954.25
2285,Jessica Palmer,36,female,8381.42
2286,Connie Mitchell,41,female,4457.9
2287,Susan Cox,50,female,4937.29
2288,Sara Tate,74,female,9155.72
2289,Crystal Wilson MD,63,female,4330.27
2290,Kathleen Spears,62,female,4682.87
2291,Barbara Smith,47,female,7818.15
2292,Brent Bishop,42,male,10229.98
2293,Christopher Johnson,14,male,8538.88
2294,Terri Rodriguez,46,female,5261.94
2295,Kaylee Mills,29,female,8701.49
2296,Sonya Roth,43,female,7754.53
2297,Zachary Henry,49,male,8243.03
2298,Kristopher Ferguson,40,male,3946.57
2299,Christopher Miller,58,male,5429.05
2300,Sara Carr,38,female,5319.65
2301,Ashley Malone,34,female,9729.38
2302,Richard Davenport,32,male,4337.49
2303,Dennis Perez,45,male,9380.59
2304,Wendy Yu,36,female,3624.22
2305,Matthew Preston,30,male,9374.38
2306,Kent Sanders,15,male,7548.48
2307,Kevin Valdez,30,male,9486.47
2308,Linda Ramos,15,female,3655.5
2309,Edward Ferguson,40,male,8321.06
2310,Jose Carter,43,male,7505.65
2311,Lisa Adams,75,female,10152.87
2312,Stacy Garrett,66,female,9913.01
2313,Ronald Bryant,66,male,9781.53
2314,Joshua Dawson,69,male,3604.46
2315,Adam Coleman,24,male,6819.68
2316,Jacob Johnson,19,male,7595.4
2317,Karen Davis,21,female,6411.84
2318,Alexa Roth,30,female,3929.75
2319,Eileen Matthews,17,female,9929.23
2320,Donald Cunningham,38,male,5113.05
2321,Mr. Thomas King,68,male,6836.84
2322,Todd Aguilar,38,male,10911.95
2323,Laura Jones,27,female,4407.66
2324,Richard Hayes,30,male,5804.99
2325,Cheryl Cooke,49,female,9615.36
2326,Nichole Reid PhD,36,female,3834.03
2327,Jonathan Wilson,16,male,7924.28
2328,Linda Lopez,25,female,5510.67
2329,Charles Malone,44,male,9063.09
2330,Lisa Estrada,23,female,6068.86
2331,George Mosley MD,61,male,4059.26
2332,John Page,24,male,5068.61
2333,Stephen Brown,40,male,9627.71
2334,Ruth May,40,female,9548.59
2335,Whitney Quinn,74,female,7444.59
2336,Kari Russell,41,female,10703.35
2337,David Young,49,male,6473.82
2338,Margaret Faulkner,28,female,8646.07
2339,Amy Mccarty,34,female,4490.5
2340,Terri Fischer,45,female,4710.79
2341,Shawn Mcclure,39,male,7950.67
2342,Laura Allen,13,female,7259.9
2343,Latoya Castro,21,female,4099.62
2344,Robyn Collins,66,female,6966.87
2345,Michelle Haas,30,female,4231.59
2346,Jaime Wright,58,male,9337.74
2347,Justin Benton,32,male,7043.26
2348,Sean White DVM,32,male,7762.5
2349,Melanie Carson,58,female,6407.31
2350,Crystal Henderson,64,female,10171.78
2351,Ryan Alvarado,61,male,5939.25
2352,Diane Aguilar,49,female,8316.51
2353,Larry Davis,35,male,5709.07
2354,Dustin Barrett,59,male,10721.39
2355,Jason Pollard,38,male,7821.98
2356,Cesar Hunter,62,male,9917.27
2357,Jordan Wright,31,female,10508.05
2358,Justin Peterson,73,male,8791.62
2359,Ruben Henderson,68,male,7617.87
2360,Mary Molina,64,female,7586.81
2361,Jennifer Spencer,53,female,6098.65
2362,Annette Middleton,33,female,10515.24
2363,Carolyn Wilson,30,female,4836.69
2364,Jason Moore,62,male,9235.98
2365,Stephanie Scott,33,female,8641.22
2366,Todd Solis,14,male,9071.96
2367,Ashlee Davis,52,female,5590.59
2368,Mr. Edgar Diaz,35,male,3776.5
2369,Monique Prince,21,female,4557.99
2370,Margaret Santana,74,female,4672.45
2371,Casey West,38,male,3837.93
2372,Michael Sanders,29,male,4236.16
2373,Laura Fuller,72,female,8203.1
2374,Sandra Garcia DDS,58,female,10703.66
2375,Tanya Turner,68,female,8480.53
2376,Jennifer Wilkerson,40,female,10280.72
2377,Jerry Conway,57,male,7428.34
2378,Jason Miller,26,male,8140.56
2379,Sherry Rodriguez,66,female,8637.7
2380,Larry Walker,73,male,8839.83
2381,Rita Bennett,33,female,5571.2
2382,Teresa Rodriguez,30,female,4882.02
2383,Renee Holland,29,female,6071.51
2384,Tyler Garcia,31,male,5912.23
2385,William Chavez,69,male,6127.84
2386,Shannon Castillo,60,female,4594.59
2387,Stephen Frederick,72,male,4209.59
2388,William Davis,27,male,7648.81
2389,Gina Bennett,22,female,7442.65
2390,Kimberly Thompson,75,female,7852.12
2391,Joann Murphy,68,female,8575.96
2392,Angelica Brown,19,female,6735.48
2393,Dawn Lewis,12,female,6329.63
2394,Mr. Austin Douglas,53,male,4404.48
2395,Kimberly Johnson,31,female,7535.56
2396,Catherine Hess,55,female,5176.53
2397,Justin Kane,18,male,5506.83
2398,Dr. Brian Lucas,30,male,8260.76
2399,Mark Rogers,12,male,5146.53
2400,Anthony Farley,54,male,8434.73
2401,Michael Rogers,25,male,7745.57
2402,Jaime Lee,73,male,8444.09
2403,Jonathan Douglas,39,male,5864.4
2404,Aaron Smith,65,male,8001.94
2405,Theresa Buckley,60,female,10543.98
2406,Michaela Hurley,13,female,5661.0
2407,Lisa Baker,20,female,10590.74
2408,Alexis Stephens,25,female,8502.28
